FE9531937,PS75,SD1,0.1321023
FE9531938,PS75,SD2,0.1318293
FE9531939,PS75,SD3,0.1306059
FE9531940,PS75,SD4,0.1317717
FE9531941,PS75,SD5,0.1339018
FE9531942,PS75,SD6,0.1320294
FE9531943,PS75,SD7,0.1322234
FE9531944,PS75,SD8,0.1334509
FE9531945,PS75,SD9,0.1324263
FE9531946,PS75,SD10,0.1332042
FE9531947,PS75,SD11,0.134054
FE9531948,PS75,SD12,0.1325174
FE9531949,PS75,SD13,0.1327964
FE9531950,PS75,SD14,0.1333666
FE9531951,PS75,SD15,0.1334303
FE9531952,PS75,SD16,0.1337011
FE9531953,PS75,SD17,0.1331682
FE9531954,PS75,SD18,0.1332207
FE9531955,PS75,SD19,0.1327574
FE9531956,PS75,SD20,0.1332953
FE9531957,PS75,SD21,0.1334858
FE9531958,PS75,SD22,0.1328143
FE9531959,PS75,SD23,0.1332101
FE9531960,PS75,SD24,0.1332598
FE9531961,PS75,SD25,0.1313166
FE9531962,PS75,SD26,0.1319249
FE9531963,PS75,SD27,0.1336511
FE9531964,PS75,SD28,0.1320536
FE9531965,PS75,SD29,0.1315217
FE9531966,PS75,SD30,0.1334871
FE9531967,PS75,SD31,0.1312887
FE9531968,PS75,SD32,0.1304784
FE9531969,PS75,SD33,0.132689
FE9531970,PS75,SD34,0.1307495
FE9531971,PS75,SD35,0.1307068
FE9531972,PS75,SD36,0.1317958
FE9531973,PS75,SD37,0.1296737
FE9531974,PS75,SD38,0.1305109
FE9531975,PS75,SD39,0.1313193
FE9531976,PS75,SD40,0.1301595
FE9531977,PS75,SD41,0.1296437
FE9531978,PS75,SD42,0.1307142
FE9531979,PS75,SD43,0.1311158
FE9531980,PS75,SD44,0.1295448
FE9531981,PS75,SD45,0.1297886
FE9531982,PS75,SD46,0.1323432
FE9531983,PS75,SD47,0.1300572
FE9531984,PS75,SD48,0.1311314
FE9531985,PS75,SD49,0.1316412
FE9531986,PS75,SD50,0.1291038
FE9531987,PS75,SD51,0.1302227
FE9531988,PS75,SD52,0.1319921
FE9531989,PS75,SD53,0.1312105
FE9531990,PS75,SD54,0.1307614
FE9531991,PS75,SD55,0.1319306
FE9531992,PS75,SD56,0.1330699
FE9531993,PS75,SD57,0.1308048
FE9531994,PS75,SD58,0.1316219
FE9531995,PS75,SD59,0.1326551
FE9531996,PS75,SD60,0.1310247
FE9531997,PS75,SD61,0.1317504
FE9531998,PS75,SD62,0.132004
FE9531999,PS75,SD63,0.1305532
FE9532000,PS75,SD64,0.1313554
FE9532001,PS75,SD65,0.1321094
FE9532002,PS75,SD66,0.1302474
FE9532003,PS75,SD67,0.1304409
FE9532004,PS75,SD68,0.1310654
FE9532005,PS75,SD69,0.1297705
FE9532006,PS75,SD70,0.1302049
FE9532007,PS75,SD71,0.1308296
FE9532008,PS75,SD72,0.1299551
FE9532009,PS75,SD73,0.1297559
FE9532010,PS75,SD74,0.130406
