FE5626753,PS21,SD1,0.2300541
FE5626754,PS21,SD2,0.2306288
FE5626755,PS21,SD3,0.2301501
FE5626756,PS21,SD4,0.2235847
FE5626757,PS21,SD5,0.2200584
FE5626758,PS21,SD6,0.2210552
FE5626759,PS21,SD7,0.2249058
FE5626760,PS21,SD8,0.2243199
FE5626761,PS21,SD9,0.2238736
FE5626762,PS21,SD10,0.2194467
FE5626763,PS21,SD11,0.2237963
FE5626764,PS21,SD12,0.2228089
FE5626765,PS21,SD13,0.2225721
FE5626766,PS21,SD14,0.2221571
FE5626767,PS21,SD15,0.2200298
FE5626768,PS21,SD16,0.2232589
FE5626769,PS21,SD17,0.2217262
FE5626770,PS21,SD18,0.2189411
FE5626771,PS21,SD19,0.2213752
FE5626772,PS21,SD20,0.2186219
FE5626773,PS21,SD21,0.2211643
FE5626774,PS21,SD22,0.2250297
FE5626775,PS21,SD23,0.2190953
FE5626776,PS21,SD24,0.2200473
FE5626777,PS21,SD25,0.2164124
FE5626778,PS21,SD26,0.220935
FE5626779,PS21,SD27,0.2183971
FE5626780,PS21,SD28,0.2192181
FE5626781,PS21,SD29,0.2261911
FE5626782,PS21,SD30,0.2221955
FE5626783,PS21,SD31,0.2185425
FE5626784,PS21,SD32,0.2247598
FE5626785,PS21,SD33,0.2241331
FE5626786,PS21,SD34,0.2256746
FE5626787,PS21,SD35,0.2318192
FE5626788,PS21,SD36,0.2267096
FE5626789,PS21,SD37,0.2279053
FE5626790,PS21,SD38,0.2203983
FE5626791,PS21,SD39,0.2228815
FE5626792,PS21,SD40,0.2235669
FE5626793,PS21,SD41,0.222648
FE5626794,PS21,SD42,0.2241259
FE5626795,PS21,SD43,0.222554
FE5626796,PS21,SD44,0.2237088
FE5626797,PS21,SD45,0.2257726
FE5626798,PS21,SD46,0.2238253
FE5626799,PS21,SD47,0.2154673
FE5626800,PS21,SD48,0.2214249
FE5626801,PS21,SD49,0.2237145
FE5626802,PS21,SD50,0.2199182
FE5626803,PS21,SD51,0.218936
FE5626804,PS21,SD52,0.2203332
FE5626805,PS21,SD53,0.2205165
FE5626806,PS21,SD54,0.2161719
FE5626807,PS21,SD55,0.2210309
FE5626808,PS21,SD56,0.2255847
FE5626809,PS21,SD57,0.2225654
FE5626810,PS21,SD58,0.2202777
FE5626811,PS21,SD59,0.2257305
FE5626812,PS21,SD60,0.224221
FE5626813,PS21,SD61,0.2253462
FE5626814,PS21,SD62,0.2241348
FE5626815,PS21,SD63,0.221308
FE5626816,PS21,SD64,0.2201066
FE5626817,PS21,SD65,0.2167591
FE5626818,PS21,SD66,0.2192773
FE5626819,PS21,SD67,0.2220033
FE5626820,PS21,SD68,0.2170811
FE5626821,PS21,SD69,0.2224534
FE5626822,PS21,SD70,0.2259152
FE5626823,PS21,SD71,0.2159912
FE5626824,PS21,SD72,0.2195911
FE5626825,PS21,SD73,0.2223836
FE5626826,PS21,SD74,0.2177239
FE5626827,PS21,SD75,0.2181352
FE5626828,PS21,SD76,0.221744
FE5626829,PS21,SD77,0.219452
FE5626830,PS21,SD78,0.2165238
FE5626831,PS21,SD79,0.2153714
FE5626832,PS21,SD80,0.2186902
FE5626833,PS21,SD81,0.2222347
FE5626834,PS21,SD82,0.2227337
FE5626835,PS21,SD83,0.2132887
FE5626836,PS21,SD84,0.2149644
FE5626837,PS21,SD85,0.219045
FE5626838,PS21,SD86,0.2210808
FE5626839,PS21,SD87,0.2116525
FE5626840,PS21,SD88,0.2105924
FE5626841,PS21,SD89,0.2139296
FE5626842,PS21,SD90,0.2192055
FE5626843,PS21,SD91,0.215412
FE5626844,PS21,SD92,0.2161369
FE5626845,PS21,SD93,0.2168177
FE5626846,PS21,SD94,0.2166507
FE5626847,PS21,SD95,0.2094213
FE5626848,PS21,SD96,0.2169596
FE5626849,PS21,SD1,0.2197889
FE5626850,PS21,SD2,0.2153922
FE5626851,PS21,SD3,0.2105593
FE5626852,PS21,SD4,0.2189204
FE5626853,PS21,SD5,0.2123944
FE5626854,PS21,SD6,0.2163143
FE5626855,PS21,SD7,0.2111788
FE5626856,PS21,SD8,0.2226687
FE5626857,PS21,SD9,0.2091436
FE5626858,PS21,SD10,0.2164976
FE5626859,PS21,SD11,0.2175026
FE5626860,PS21,SD12,0.2170118
FE5626861,PS21,SD13,0.215366
FE5626862,PS21,SD14,0.2131271
FE5626863,PS21,SD15,0.2147037
FE5626864,PS21,SD16,0.2219441
FE5626865,PS21,SD17,0.2150608
FE5626866,PS21,SD18,0.2156532
FE5626867,PS21,SD19,0.2176938
FE5626868,PS21,SD20,0.2147225
FE5626869,PS21,SD21,0.2119607
FE5626870,PS21,SD22,0.2130699
FE5626871,PS21,SD23,0.2188688
FE5626872,PS21,SD24,0.2245775
FE5626873,PS21,SD25,0.2198812
FE5626874,PS21,SD26,0.2124542
FE5626875,PS21,SD27,0.2187437
FE5626876,PS21,SD28,0.2220139
FE5626877,PS21,SD29,0.2217579
FE5626878,PS21,SD30,0.2217354
FE5626879,PS21,SD31,0.2224794
FE5626880,PS21,SD32,0.2263082
FE5626881,PS21,SD33,0.2317918
FE5626882,PS21,SD34,0.2290302
FE5626883,PS21,SD35,0.2319417
FE5626884,PS21,SD36,0.2289858
FE5626885,PS21,SD37,0.2219425
FE5626886,PS21,SD38,0.2345634
FE5626887,PS21,SD39,0.2245133
FE5626888,PS21,SD40,0.2274794
FE5626889,PS21,SD41,0.2183877
FE5626890,PS21,SD42,0.223708
FE5626891,PS21,SD43,0.2238586
FE5626892,PS21,SD44,0.2245718
FE5626893,PS21,SD45,0.2251851
FE5626894,PS21,SD46,0.2250346
FE5626895,PS21,SD47,0.2262463
FE5626896,PS21,SD48,0.2245968
FE5626897,PS21,SD49,0.220438
FE5626898,PS21,SD50,0.2226787
FE5626899,PS21,SD51,0.2215552
FE5626900,PS21,SD52,0.2200893
FE5626901,PS21,SD53,0.2230486
FE5626902,PS21,SD54,0.2278527
FE5626903,PS21,SD55,0.2222024
FE5626904,PS21,SD56,0.223015
FE5626905,PS21,SD57,0.2266551
FE5626906,PS21,SD58,0.2238848
FE5626907,PS21,SD59,0.2303237
FE5626908,PS21,SD60,0.2231334
FE5626909,PS21,SD61,0.2249492
FE5626910,PS21,SD62,0.2281812
FE5626911,PS21,SD63,0.2255068
FE5626912,PS21,SD64,0.2211131
FE5626913,PS21,SD65,0.2253472
FE5626914,PS21,SD66,0.2234627
FE5626915,PS21,SD67,0.2260805
FE5626916,PS21,SD68,0.224969
FE5626917,PS21,SD69,0.2279747
FE5626918,PS21,SD70,0.2293106
FE5626919,PS21,SD71,0.2246096
FE5626920,PS21,SD72,0.2285571
FE5626921,PS21,SD73,0.2289977
FE5626922,PS21,SD74,0.2271926
FE5626923,PS21,SD75,0.2275132
FE5626924,PS21,SD76,0.2263728
FE5626925,PS21,SD77,0.2302362
FE5626926,PS21,SD78,0.2312111
FE5626927,PS21,SD79,0.2302284
FE5626928,PS21,SD80,0.2271629
FE5626929,PS21,SD81,0.2307962
FE5626930,PS21,SD82,0.2345878
FE5626931,PS21,SD83,0.2240054
FE5626932,PS21,SD84,0.2303877
FE5626933,PS21,SD85,0.2323099
FE5626934,PS21,SD86,0.2339607
FE5626935,PS21,SD87,0.2335621
FE5626936,PS21,SD88,0.2302727
FE5626937,PS21,SD89,0.2287374
FE5626938,PS21,SD90,0.2282841
FE5626939,PS21,SD91,0.2242404
FE5626940,PS21,SD92,0.2292746
FE5626941,PS21,SD93,0.2260341
FE5626942,PS21,SD94,0.2267756
FE5626943,PS21,SD95,0.2356095
FE5626944,PS21,SD96,0.229006
FE5626945,PS21,SD1,0.2287187
FE5626946,PS21,SD2,0.2246014
FE5626947,PS21,SD3,0.2236558
FE5626948,PS21,SD4,0.2236878
FE5626949,PS21,SD5,0.2201622
FE5626950,PS21,SD6,0.2214312
FE5626951,PS21,SD7,0.2234823
FE5626952,PS21,SD8,0.2200819
FE5626953,PS21,SD9,0.2247939
FE5626954,PS21,SD10,0.2217941
FE5626955,PS21,SD11,0.2208888
FE5626956,PS21,SD12,0.2224812
FE5626957,PS21,SD13,0.2194257
FE5626958,PS21,SD14,0.2192217
FE5626959,PS21,SD15,0.2216299
FE5626960,PS21,SD16,0.232377
FE5626961,PS21,SD17,0.2257529
FE5626962,PS21,SD18,0.2254124
FE5626963,PS21,SD19,0.2228489
FE5626964,PS21,SD20,0.226511
FE5626965,PS21,SD21,0.2316587
FE5626966,PS21,SD22,0.2175685
FE5626967,PS21,SD23,0.2205421
FE5626968,PS21,SD24,0.2227079
FE5626969,PS21,SD25,0.2278956
FE5626970,PS21,SD26,0.2176146
FE5626971,PS21,SD27,0.2239528
FE5626972,PS21,SD28,0.2277661
FE5626973,PS21,SD29,0.2430398
FE5626974,PS21,SD30,0.2361295
FE5626975,PS21,SD31,0.2323915
FE5626976,PS21,SD32,0.2243172
FE5626977,PS21,SD33,0.233547
FE5626978,PS21,SD34,0.2434839
FE5626979,PS21,SD35,0.2684592
FE5626980,PS21,SD36,0.2718901
FE5626981,PS21,SD37,0.2613622
FE5626982,PS21,SD38,0.2493856
FE5626983,PS21,SD39,0.2498102
FE5626984,PS21,SD40,0.240333
FE5626985,PS21,SD41,0.2467139
FE5626986,PS21,SD42,0.2479301
FE5626987,PS21,SD43,0.2416579
FE5626988,PS21,SD44,0.2331318
FE5626989,PS21,SD45,0.2268678
FE5626990,PS21,SD46,0.2201701
FE5626991,PS21,SD47,0.2177541
FE5626992,PS21,SD48,0.2264717
FE5626993,PS21,SD49,0.2178183
FE5626994,PS21,SD50,0.2154425
FE5626995,PS21,SD51,0.2206188
FE5626996,PS21,SD52,0.2269574
FE5626997,PS21,SD53,0.2181371
FE5626998,PS21,SD54,0.2142413
FE5626999,PS21,SD55,0.2164396
FE5627000,PS21,SD56,0.2152904
FE5627001,PS21,SD57,0.2149546
FE5627002,PS21,SD58,0.2163656
FE5627003,PS21,SD59,0.2181759
FE5627004,PS21,SD60,0.2210502
FE5627005,PS21,SD61,0.2140246
FE5627006,PS21,SD62,0.2195568
FE5627007,PS21,SD63,0.2122604
FE5627008,PS21,SD64,0.2185609
FE5627009,PS21,SD65,0.2162598
FE5627010,PS21,SD66,0.2127206
FE5627011,PS21,SD67,0.224053
FE5627012,PS21,SD68,0.2283086
FE5627013,PS21,SD69,0.2304247
FE5627014,PS21,SD70,0.2259963
FE5627015,PS21,SD71,0.2257707
FE5627016,PS21,SD72,0.2310643
FE5627017,PS21,SD73,0.2419574
FE5627018,PS21,SD74,0.2485802
FE5627019,PS21,SD75,0.2598643
FE5627020,PS21,SD76,0.2540914
FE5627021,PS21,SD77,0.2475518
FE5627022,PS21,SD78,0.235523
FE5627023,PS21,SD79,0.2444917
FE5627024,PS21,SD80,0.2520273
FE5627025,PS21,SD81,0.2613312
FE5627026,PS21,SD82,0.2635302
FE5627027,PS21,SD83,0.2528865
FE5627028,PS21,SD84,0.247387
FE5627029,PS21,SD85,0.2488961
FE5627030,PS21,SD86,0.2443949
FE5627031,PS21,SD87,0.2342771
FE5627032,PS21,SD88,0.2434599
FE5627033,PS21,SD89,0.2355025
FE5627034,PS21,SD90,0.2402249
FE5627035,PS21,SD91,0.2355147
FE5627036,PS21,SD92,0.2314137
FE5627037,PS21,SD93,0.2352701
FE5627038,PS21,SD94,0.2289543
FE5627039,PS21,SD95,0.2323505
FE5627040,PS21,SD96,0.2320289
FE5627041,PS21,SD1,0.2317598
FE5627042,PS21,SD2,0.2319119
FE5627043,PS21,SD3,0.2299248
FE5627044,PS21,SD4,0.2294898
FE5627045,PS21,SD5,0.2307721
FE5627046,PS21,SD6,0.2237712
FE5627047,PS21,SD7,0.2248387
FE5627048,PS21,SD8,0.2269422
FE5627049,PS21,SD9,0.2280079
FE5627050,PS21,SD10,0.2316895
FE5627051,PS21,SD11,0.2370243
FE5627052,PS21,SD12,0.2420304
FE5627053,PS21,SD13,0.2419736
FE5627054,PS21,SD14,0.2419689
FE5627055,PS21,SD15,0.2468595
FE5627056,PS21,SD16,0.2427628
FE5627057,PS21,SD17,0.2340241
FE5627058,PS21,SD18,0.231613
FE5627059,PS21,SD19,0.2395498
FE5627060,PS21,SD20,0.2355014
FE5627061,PS21,SD21,0.2380624
FE5627062,PS21,SD22,0.2339726
FE5627063,PS21,SD23,0.2354013
FE5627064,PS21,SD24,0.2301508
FE5627065,PS21,SD25,0.2328771
FE5627066,PS21,SD26,0.2340954
FE5627067,PS21,SD27,0.2307903
FE5627068,PS21,SD28,0.2345706
FE5627069,PS21,SD29,0.2319577
FE5627070,PS21,SD30,0.2290528
FE5627071,PS21,SD31,0.2347107
FE5627072,PS21,SD32,0.2323392
FE5627073,PS21,SD33,0.2298542
FE5627074,PS21,SD34,0.2302367
FE5627075,PS21,SD35,0.2331121
FE5627076,PS21,SD36,0.2300269
FE5627077,PS21,SD37,0.2301267
FE5627078,PS21,SD38,0.2249826
FE5627079,PS21,SD39,0.2296924
FE5627080,PS21,SD40,0.2282465
FE5627081,PS21,SD41,0.2215824
FE5627082,PS21,SD42,0.222554
FE5627083,PS21,SD43,0.2279468
FE5627084,PS21,SD44,0.2259922
FE5627085,PS21,SD45,0.2169753
FE5627086,PS21,SD46,0.2172213
FE5627087,PS21,SD47,0.2118741
FE5627088,PS21,SD48,0.2121918
FE5627089,PS21,SD49,0.2155876
FE5627090,PS21,SD50,0.2144662
FE5627091,PS21,SD51,0.2154296
FE5627092,PS21,SD52,0.2153228
FE5627093,PS21,SD53,0.219443
FE5627094,PS21,SD54,0.2207281
FE5627095,PS21,SD55,0.2179802
FE5627096,PS21,SD56,0.2186201
FE5627097,PS21,SD57,0.2271429
FE5627098,PS21,SD58,0.2215415
FE5627099,PS21,SD59,0.2198539
FE5627100,PS21,SD60,0.2224478
FE5627101,PS21,SD61,0.21999
FE5627102,PS21,SD62,0.2188246
FE5627103,PS21,SD63,0.2136463
FE5627104,PS21,SD64,0.2165141
FE5627105,PS21,SD65,0.2104217
FE5627106,PS21,SD66,0.2170765
FE5627107,PS21,SD67,0.2132183
FE5627108,PS21,SD68,0.2181954
FE5627109,PS21,SD69,0.2210356
FE5627110,PS21,SD70,0.2258997
FE5627111,PS21,SD71,0.231581
FE5627112,PS21,SD72,0.2339229
FE5627113,PS21,SD73,0.2311602
FE5627114,PS21,SD74,0.2288259
FE5627115,PS21,SD75,0.2300564
FE5627116,PS21,SD76,0.2302798
FE5627117,PS21,SD77,0.2345242
FE5627118,PS21,SD78,0.2293168
FE5627119,PS21,SD79,0.2291267
FE5627120,PS21,SD80,0.2270226
FE5627121,PS21,SD81,0.2280611
FE5627122,PS21,SD82,0.2222261
FE5627123,PS21,SD83,0.2267044
FE5627124,PS21,SD84,0.2273362
FE5627125,PS21,SD85,0.2263282
FE5627126,PS21,SD86,0.2260526
FE5627127,PS21,SD87,0.2331884
FE5627128,PS21,SD88,0.2269955
FE5627129,PS21,SD89,0.2274137
FE5627130,PS21,SD90,0.2319446
FE5627131,PS21,SD91,0.2369443
FE5627132,PS21,SD92,0.2272144
FE5627133,PS21,SD93,0.232728
FE5627134,PS21,SD94,0.2279503
FE5627135,PS21,SD95,0.227109
FE5627136,PS21,SD96,0.2305728
FE5627137,PS21,SD1,0.2293985
FE5627138,PS21,SD2,0.2281959
FE5627139,PS21,SD3,0.2168842
FE5627140,PS21,SD4,0.219867
FE5627141,PS21,SD5,0.22143
FE5627142,PS21,SD6,0.2256014
FE5627143,PS21,SD7,0.2146072
FE5627144,PS21,SD8,0.2201569
FE5627145,PS21,SD9,0.2297818
FE5627146,PS21,SD10,0.2312148
FE5627147,PS21,SD11,0.2308667
FE5627148,PS21,SD12,0.2263767
FE5627149,PS21,SD13,0.2254929
FE5627150,PS21,SD14,0.23384
FE5627151,PS21,SD15,0.2285715
FE5627152,PS21,SD16,0.2328536
FE5627153,PS21,SD17,0.2319577
FE5627154,PS21,SD18,0.2253121
FE5627155,PS21,SD19,0.2264074
FE5627156,PS21,SD20,0.2348898
FE5627157,PS21,SD21,0.2336939
FE5627158,PS21,SD22,0.2356861
FE5627159,PS21,SD23,0.2459803
FE5627160,PS21,SD24,0.2321043
FE5627161,PS21,SD25,0.2367607
FE5627162,PS21,SD26,0.2356101
